Id,SalePrice
1461,121875.43079537866
1462,169330.42331559604
1463,199236.03386525382
1464,188621.9723232431
1465,202849.1184992166
1466,173960.93641563208
1467,175391.00751833216
1468,151921.29074615875
1469,203523.39482001396
1470,127689.40495865128
1471,169797.76705564093
1472,139320.48230480554
1473,101464.90637709346
1474,164786.04440168978
1475,113230.9285017825
1476,334111.6359226818
1477,228638.79693688866
1478,275037.18195008975
1479,263452.79909931234
1480,461938.9480695857
1481,326421.7933412938
1482,198689.60112752486
1483,175469.1918423958
1484,151729.8166548704
1485,163944.22890095346
1486,192739.3936647278
1487,331951.8744237035
1488,235399.94617474303
1489,181654.76078847735
1490,238882.4611500826
1491,178483.63023833674
1492,97757.5981037927
1493,188623.3002344128
1494,302293.43113206513
1495,313489.7193133286
1496,244417.8177453836
1497,183716.4899450665
1498,158162.21037687376
1499,161314.077554642
1500,150693.64290056005
1501,188809.8501488895
1502,143120.26453113454
1503,259139.17435615713
1504,236218.4095492556
1505,229623.7633684021
1506,217542.16367485136
1507,264897.57742687664
1508,221676.87517165492
1509,157498.29632048987
1510,146108.11460277552
1511,156990.2604670122
1512,178278.55540743595
1513,134829.53620822116
1514,163439.93847547233
1515,209681.17706874054
1516,141853.05196830264
1517,179214.09355956945
1518,131811.35650154244
1519,231761.2911765196
1520,123708.18255125108
1521,158935.46297577117
1522,191684.9617591207
1523,120871.73495371306
1524,126511.99658799931
1525,123561.11969337678
1526,104638.57890202086
1527,97628.5229331807
1528,126733.40199118174
1529,140879.20490366608
1530,212567.2649057689
1531,142159.891591393
1532,95134.76522118965
1533,168664.74320560612
1534,129613.28499391262
1535,150676.21955386468
1536,98087.7875332017
1537,92701.99588347395
1538,134166.41951889108
1539,223416.79691910784
1540,117341.07451521304
1541,164004.01169728837
1542,153504.52207206577
1543,197755.21830121145
1544,84633.76282046358
1545,109663.5311101118
1546,136519.80495481513
1547,153714.80420861216
1548,165546.99849000853
1549,102388.0833673851
1550,149641.69900893664
1551,126601.14451525401
1552,167001.40004782734
1553,157905.75786782647
1554,98642.21916175447
1555,181295.44178179634
1556,86679.70170842647
1557,122643.95023998505
1558,91063.26332479341
1559,123050.41578782939
1560,118414.26971942854
1561,135070.8424829354
1562,127860.67722217647
1563,131488.09591322916
1564,186421.07914735065
1565,160390.13722345768
1566,243859.9542741027
1567,74784.89597607675
1568,229053.50000152708
1569,148976.34336490612
1570,131160.2379166351
1571,103192.37478805802
1572,160521.26177462583
1573,281795.08055296453
1574,133811.55589219948
1575,251162.46227297807
1576,237416.42743921647
1577,170689.6161216059
1578,171066.54831783328
1579,143959.32408344003
1580,198664.23532934248
1581,151898.63140046486
1582,115656.77806293163
1583,283309.6878341788
1584,214403.12081422552
1585,131810.05560422761
1586,56815.24867530055
1587,88154.5172954142
1588,168032.1814068508
1589,97676.09778910318
1590,143753.36155056098
1591,107481.0341446677
1592,120247.8112578853
1593,113656.69723318637
1594,190437.19665957935
1595,111199.76381179263
