Id,SalePrice
1461,114241.65343399027
1462,135263.87586684956
1463,189974.31718146952
1464,192175.3824889019
1465,203539.5967088439
1466,187886.64883256092
1467,166583.48384066782
1468,154991.88324129587
1469,202490.42378050653
1470,125009.2897996256
1471,159172.64240972226
1472,114817.4921015517
1473,88881.73274413536
1474,147268.11159492194
1475,112119.68735574177
1476,302212.2683186951
1477,226480.1560508788
1478,285864.83475539944
1479,262262.06452759384
1480,459182.51710458135
1481,285721.85088666965
1482,205622.31346616527
1483,157242.13311964035
1484,137703.6574792171
1485,168976.0577968713
1486,184988.0906450803
1487,325813.03551335697
1488,218984.54005561938
1489,170268.57819318539
1490,236709.69883219252
1491,156457.20309993005
1492,97558.01102313388
1493,175971.9325271249
1494,301293.3574533556
1495,285997.1229232102
1496,215083.8870523487
1497,178430.1016611977
1498,157769.41731414784
1499,158832.3812553425
1500,149390.58628927433
1501,189074.78423634794
1502,139029.64097669706
1503,251787.89505584093
1504,234302.41228731856
1505,190442.27320188383
1506,184819.31830997422
1507,247753.12433206994
1508,222779.33082582432
1509,150626.8443991902
1510,144838.2391476579
1511,153737.41486002636
1512,176709.62448444523
1513,143865.04316491433
1514,165459.12513230648
1515,210924.9807619336
1516,139367.65154674198
1517,184280.52011991275
1518,122857.01692701734
1519,197606.02191336526
1520,119551.17069598573
1521,136782.2867382717
1522,190325.66634728835
1523,85556.03722689765
1524,130006.69424784505
1525,116214.00953713662
1526,100429.6764642442
1527,109848.7060958332
1528,119396.40294013332
1529,149033.85465345086
1530,193753.6530876916
1531,139666.42353713515
1532,99137.16304813836
1533,167208.4656396502
1534,120823.20886836149
1535,151299.0548041905
1536,95168.40014123077
1537,117509.71580501692
1538,155400.07792682652
1539,234949.39258616517
1540,113388.72914090591
1541,160175.12309492074
1542,151288.87452578568
1543,202249.00906334535
1544,78847.23157907673
1545,115712.74224752493
1546,132937.50904558186
1547,146095.4368732535
1548,128222.71317117855
1549,68796.19549710052
1550,139530.4724625076
1551,110365.88644374808
1552,186072.5663380643
1553,154689.47659733234
1554,77102.02166394026
1555,171532.4177976853
1556,51520.779988161696
1557,126442.19824402116
1558,101398.89015939395
1559,151617.3112274317
1560,122701.68140261667
1561,123891.8937116932
1562,93201.14520450562
1563,131104.580598254
1564,178863.59457621144
1565,157169.24203650656
1566,241604.30855984322
1567,77833.77841902304
1568,229024.76773530754
1569,138561.32127419853
1570,113329.054371325
1571,94798.89293085536
1572,132398.30407945195
1573,251002.06241064484
1574,125878.94404056214
1575,243576.92317964777
1576,215548.56107136284
1577,137972.5852620441
1578,162986.42446125206
1579,136817.90145699307
1580,191545.25830449242
1581,147096.61380517666
1582,124939.76782161562
1583,281640.61349336023
1584,214616.93499499772
1585,122763.91878345949
1586,68897.34725255104
1587,94304.4411381779
1588,168647.87078511616
1589,93561.52648382826
1590,126258.76091355328
1591,90885.87755965388
1592,86568.72139987047
1593,116990.7953080516
1594,190914.17695832654
1595,146857.59433840218
1596,236931.3876506394
1597,179418.1692897278
1598,197829.55029501725
1599,194363.668077744
1600,169771.0973831696
1601,85465.93050410872
1602,126102.11765459042
1603,110375.23575765514
1604,274859.9967203849
1605,230325.19489363482
1606,136126.9823331455
1607,164646.96803042124
1608,192027.20051002668
1609,153033.2339978476
1610,141277.96756706428
1611,119754.0167905766
1612,177269.60866708902
1613,171890.32236455337
1614,135138.39634109108
1615,96106.21347861008
1616,69723.71192019912
1617,75379.96158456012
1618,133984.91379011382
1619,147740.8140550577
1620,151853.68385372817
1621,137077.67250040328
1622,133893.13369191813
1623,265352.88691779465
1624,205636.8200240377
1625,118056.7649972385
1626,161703.09168798334
1627,187108.86178435813
1628,278852.3225019358
1629,171625.80105925613
1630,350731.50747656735
1631,221532.73505295947
1632,251204.53626334263
1633,158274.74534958875
1634,181256.52786868069
1635,161422.21128636083
1636,149704.1325374124
1637,204668.4616142897
1638,182644.73672072648
1639,174773.20311424628
1640,243137.14513020866
1641,176502.15554971347
1642,209358.6622715504
1643,214155.73541223974
1644,243673.58537714908
1645,217543.04736651247
1646,155769.17333751876
1647,152795.42717690088
1648,103711.91548299711
1649,138155.19352988765
1650,107130.12392065565
1651,109016.39399119427
1652,101385.2021890081
1653,98981.05141461172
1654,149992.32440448957
1655,143540.92651406646
1656,153896.6533251133
1657,152046.88005046098
1658,149803.13730071674
1659,125368.13388204231
1660,161702.24970269875
1661,431236.47531809
1662,336614.9750587655
1663,357133.5526910166
1664,435232.6346950311
1665,323704.824800111
1666,311806.38827631855
1667,337578.7400565938
1668,303474.4963717079
1669,302334.23554278817
1670,330122.51735765976
1671,239819.0973723703
1672,400043.9585640725
1673,311230.155016503
1674,247993.9356886723
1675,186265.82741182586
1676,187217.08698312985
1677,204264.4167165858
1678,450980.451786649
1679,346250.7687197004
1680,300577.0867535883
1681,231440.2784696995
1682,300196.72167487175
1683,184141.51967648958
1684,161867.97210365342
1685,165762.13832371106
1686,158825.28721710466
1687,155229.4175447914
1688,182016.76978127207
1689,183838.08488896934
1690,183774.99331996843
1691,170763.7705885782
1692,243617.22192567016
1693,157812.75190696944
1694,174352.99204984875
1695,155220.77853404096
1696,258690.81070895496
1697,159288.94441369557
1698,347924.45828859555
1699,331373.4637634542
1700,263342.9728446797
1701,295261.96860713104
1702,228224.75856210466
1703,227491.87853080398
1704,268661.5084782328
1705,238267.6632140769
1706,323912.89654035727
1707,190716.0012162624
1708,187453.05248128396
1709,238319.09907332715
1710,218635.73339992983
1711,255178.19160684562
1712,227874.62198526866
1713,244778.29850134952
1714,225648.99217107025
1715,199970.69692445936
1716,179241.03733881548
1717,158343.81453030507
1718,143064.39542233734
1719,214726.6603070654
1720,209343.61566330728
1721,148477.2887314482
1722,114979.57626257453
1723,141923.74628603322
1724,179305.49865227405
1725,234588.58611349537
1726,188110.19597795798
1727,148162.08552811833
1728,161062.0310143121
1729,163450.40521660613
1730,145579.9903256988
1731,113367.36457491216
1732,141020.48497197469
1733,127700.14325555737
1734,119233.3044299297
1735,111428.8723502522
1736,98219.88904486698
1737,316489.05829654133
1738,252135.82092095423
1739,234336.94898951292
1740,199938.8097285672
1741,188946.03539541617
1742,176907.7052952397
1743,166778.30746281618
1744,323862.95062155946
1745,207945.1819680464
1746,203623.08320096123
1747,220304.26436024683
1748,213611.52279659628
1749,136289.6697024273
1750,135021.71866936632
1751,231906.19332340956
1752,106593.18693906793
1753,178160.3291402677
1754,203406.99649803704
1755,157138.48941702125
1756,138422.88801182018
1757,120243.9293651344
1758,150755.75950023034
1759,164869.75668373329
1760,159754.98656442217
1761,149265.89584917005
1762,182057.43655499493
1763,188429.54409471832
1764,114824.4244969174
1765,186068.4337755098
1766,185399.12871210705
1767,220439.17986289214
1768,151052.56371870232
1769,172179.83799181125
1770,137233.4348125499
1771,115002.1148915361
1772,144767.42842429885
1773,135033.681248867
1774,151001.51754662438
1775,138259.0158125416
1776,128640.85905415071
1777,91872.69801196049
1778,110161.30529113725
1779,123544.86040352423
1780,162412.45493059742
1781,127095.31567098926
1782,96462.61676755954
1783,160263.24517647005
1784,111920.83819151396
1785,120218.39260455637
1786,124454.50189400981
1787,156642.57183813176
1788,87056.45251432784
1789,108003.6367247163
1790,74594.2252303959
1791,186649.1821947487
1792,163733.78095464344
1793,121341.56408807571
1794,144009.1021475539
1795,147596.35878244115
1796,128399.3185354087
1797,128479.56050113156
1798,121643.44618668931
1799,92712.28237776237
1800,96984.4919973975
1801,122751.97554959662
1802,92586.55162704209
1803,166861.71906630616
1804,147682.6206841294
1805,123254.70755675445
1806,142974.4749379746
1807,163024.33694465357
1808,87132.32896398203
1809,123994.38719047293
1810,142763.42227140855
1811,77974.7125756018
1812,118389.35401086352
1813,149837.86062019327
1814,82816.57043046445
1815,88867.36669309351
1816,115382.34065389105
1817,118422.05693519935
1818,158831.0234621166
1819,113201.44486615757
1820,55686.398142206686
1821,83687.3711711715
1822,153897.3923380277
1823,59339.4636710178
1824,131795.0454323127
1825,157502.06253628826
1826,109436.67062231545
1827,100095.05425500445
1828,126761.19902865565
1829,123733.5662495748
1830,140339.8971654498
1831,157240.63033621837
1832,144447.11000238423
1833,155550.30811401946
1834,118603.41092653055
1835,146422.52797707106
1836,145973.18693574297
1837,94958.46323444671
1838,101143.94762604672
1839,110908.08824789998
1840,167963.95930684186
1841,143577.85804184142
1842,72453.67956414293
1843,145845.7330750073
1844,116670.03928798172
1845,127064.52025571755
1846,157105.7811135204
1847,180543.72882050628
1848,112028.72650614807
1849,147735.07779890986
1850,90277.74263266595
1851,151859.6515201644
1852,106054.58567940004
1853,127908.34572151679
1854,166304.01597118814
1855,171745.61022303917
1856,213038.65972865708
1857,170817.48849919965
1858,122120.10539664968
1859,101399.88759272802
1860,146262.4668392459
1861,102877.64543901123
1862,241660.18286122938
1863,227173.72964676478
1864,231469.06863306445
1865,318454.6664247293
1866,330494.71385500045
1867,209725.9729816982
1868,284423.9095080525
1869,184492.7416198638
1870,214503.04354279966
1871,247741.3231154392
1872,162471.1525920533
1873,235775.65512500776
1874,144815.90374469606
1875,192267.3951945969
1876,195285.04640218528
1877,161376.1022115419
1878,189669.59218699683
1879,123964.6895297902
1880,135249.39839611185
1881,241565.46429336106
1882,236861.1473113374
1883,187630.8386245083
1884,175831.53411319305
1885,232968.83966152862
1886,270688.1401181433
1887,205161.02620269658
1888,240133.18519084342
1889,156586.25968421373
1890,118943.91933952915
1891,108270.53337782517
1892,104206.7845885721
1893,160325.91915155397
1894,127619.09236696688
1895,132945.38352479838
1896,131675.65669601088
1897,104074.8214534154
1898,96497.00551661939
1899,150701.9716940541
1900,160712.27427721783
1901,201322.22940690885
1902,173711.11251003973
1903,221158.20345720212
1904,146304.17328883134
1905,192661.3598769547
1906,189447.96773520674
1907,248879.45314588596
1908,95493.98074712181
1909,134552.18400968146
1910,119654.54848103106
1911,217925.79136210674
1912,278484.3957008765
1913,152204.47396629772
1914,70952.95752612832
1915,292241.95558881806
1916,103325.33480580873
1917,225824.3821146603
1918,132799.3584286207
1919,176904.6321770833
1920,163348.97152652443
1921,359882.1730859038
1922,328022.61571804824
