44379,1
38075,1
46992,1
32982,1
6638,0
6441,0
29683,1
37932,1
17004,1
32026,1
38531,1
27168,1
7651,0
21021,1
44374,1
2442,0
23850,1
31386,1
4967,0
9248,0
11690,0
8011,0
8389,0
4998,0
16044,1
34391,1
49847,1
40840,1
11379,0
22289,1
23056,1
23900,1
11105,0
2008,0
11138,0
3491,0
32334,1
48276,1
9437,0
31957,1
11018,0
38965,1
35820,1
46537,1
38728,1
38698,1
20083,1
36009,1
30777,1
39722,1
49341,1
16344,1
3418,0
32901,1
18996,1
25494,1
5465,0
12508,0
6635,0
16636,1
24768,1
19985,1
6064,0
28535,1
2400,0
9384,0
34978,1
31715,1
11075,0
39478,1
9089,0
22223,1
26668,1
48385,1
31636,1
10120,0
47907,1
31554,1
44355,1
6827,0
42582,1
19147,1
16083,1
16987,1
37275,1
40119,1
7088,0
20873,1
36752,1
28403,1
29198,1
11152,0
43385,1
22751,1
30949,1
31798,1
15283,1
27334,1
35594,1
39144,1
5708,0
3862,0
37564,1
24231,1
36522,1
16615,1
15028,1
27350,1
9857,0
19010,1
21558,1
35557,1
14235,0
7150,0
49712,1
40301,1
34776,1
1742,0
30984,1
44264,1
36200,1
11461,0
7871,0
34490,1
42190,1
7850,0
16115,1
49190,1
22527,1
13002,0
22603,1
23258,1
43342,1
2373,0
6450,0
6489,0
14679,0
32524,1
15455,1
8516,0
35486,1
22710,1
14523,0
16665,1
14181,0
34151,1
15799,1
13127,0
18204,1
30226,1
29220,1
41677,1
11823,0
377,0
34644,1
29410,1
49265,1
23231,1
47366,1
33081,1
10746,0
7973,0
45392,1
34649,1
3339,0
9694,0
17206,1
37591,1
23173,1
27021,1
37241,1
48738,1
13622,0
19297,1
30958,1
24578,1
46861,1
39631,1
28150,1
22752,1
37650,1
38705,1
47597,1
35358,1
18761,1
38829,1
38827,1
39698,1
6872,0
23482,1
37536,1
39580,1
47158,1
36116,1
27609,1
24250,1
43221,1
7592,0
21664,1
39785,1
19920,1
17608,1
25765,1
6258,0
502,0
38467,1
17250,1
13529,0
31383,1
26614,1
8793,0
28233,1
46157,1
13755,0
25853,1
41867,1
40252,1
42412,1
46150,1
17669,1
19856,1
26935,1
1308,0
25409,1
31646,1
20904,1
25644,1
12139,0
9749,0
5850,0
4482,0
40710,1
38707,1
29093,1
16317,1
31045,1
16286,1
3726,0
14860,0
8552,0
10232,0
48002,1
36019,1
10631,0
19361,1
21511,1
45115,1
8684,0
982,0
49836,1
25769,1
5100,0
21544,1
42816,1
12852,0
39255,1
49623,1
25253,1
49073,1
28201,1
44871,1
1630,0
49571,1
40561,1
13380,0
46415,1
21087,1
7941,0
36227,1
46056,1
10173,0
48878,1
34461,1
7980,0
39928,1
6584,0
38203,1
21521,1
18606,1
1036,0
13579,0
6574,0
29209,1
38945,1
25016,1
13444,0
19979,1
7683,0
49498,1
23677,1
9738,0
42502,1
27842,1
6135,0
33278,1
32440,1
9127,0
15355,1
22799,1
30752,1
37994,1
30282,1
16523,1
48040,1
1531,0
18132,1
8244,0
34281,1
30872,1
26065,1
35005,1
46764,1
21463,1
11840,0
28288,1
4777,0
48334,1
21510,1
26652,1
3440,0
1610,0
43406,1
4726,0
42968,1
27231,1
34859,1
38317,1
48756,1
28955,1
48655,1
43508,1
15791,1
35439,1
21591,1
41408,1
30229,1
32116,1
4808,0
23402,1
31293,1
15381,1
45609,1
5614,0
34216,1
45827,1
33449,1
18462,1
30144,1
21131,1
17890,1
6418,0
46420,1
31639,1
14042,0
20102,1
8359,0
17270,1
7438,0
37473,1
15456,1
29021,1
28721,1
1914,0
26601,1
44,0
32800,1
38355,1
37466,1
999,0
3668,0
46864,1
2739,0
39010,1
31562,1
26730,1
29427,1
4832,0
6785,0
27599,1
3084,0
14062,0
17601,1
28596,1
42455,1
24069,1
44342,1
44399,1
48774,1
25654,1
24071,1
28384,1
40748,1
32386,1
748,0
29144,1
28525,1
26844,1
33694,1
10438,0
27707,1
8538,0
40232,1
13737,0
21592,1
18601,1
15603,1
33444,1
21871,1
13227,0
31391,1
21005,1
17022,1
18134,1
20706,1
3534,0
9444,0
18727,1
20152,1
3760,0
23591,1
27655,1
47845,1
7421,0
16127,1
37537,1
1846,0
45227,1
7878,0
45787,1
5976,0
8752,0
7998,0
43225,1
13058,0
47005,1
28440,1
28334,1
35652,1
18951,1
28046,1
44188,1
588,0
23215,1
47424,1
47516,1
17215,1
1884,0
26443,1
5501,0
34460,1
1394,0
43879,1
28624,1
26182,1
4597,0
19443,1
26940,1
26414,1
38988,1
13125,0
49568,1
5015,0
24284,1
13490,0
37611,1
19742,1
44382,1
40389,1
35485,1
46440,1
8396,0
5818,0
48964,1
9783,0
3814,0
6119,0
4001,0
18115,1
18184,1
3427,0
48031,1
3786,0
16952,1
23814,1
36898,1
21768,1
36689,1
39349,1
45374,1
46937,1
10796,0
28250,1
20428,1
24858,1
42888,1
4184,0
14662,0
41402,1
49123,1
1626,0
42415,1
21559,1
22572,1
9943,0
14260,0
19542,1
6687,0
6197,0
35661,1
23708,1
22660,1
20709,1
32939,1
27731,1
42685,1
31192,1
17201,1
44506,1
21136,1
23919,1
32401,1
14983,0
23865,1
568,0
17182,1
19425,1
19532,1
629,0
31259,1
18008,1
26981,1
15487,1
16734,1
14870,0
10288,0
35630,1
14930,0
13455,0
3472,0
20526,1
21185,1
38684,1
2112,0
10682,0
37926,1
8178,0
48929,1
48353,1
37835,1
44406,1
34948,1
49593,1
33478,1
28569,1
25570,1
46483,1
4434,0
7202,0
37815,1
12063,0
48363,1
29746,1
6021,0
40797,1
46955,1
8965,0
26829,1
20914,1
13025,0
48550,1
19357,1
8283,0
47974,1
21260,1
31342,1
47942,1
10719,0
32063,1
27631,1
22192,1
15974,1
21499,1
33628,1
25567,1
24132,1
11805,0
12562,0
29225,1
6211,0
4835,0
15080,1
23212,1
38121,1
5104,0
1769,0
2270,0
3226,0
23289,1
37075,1
49846,1
43571,1
12528,0
18961,1
28587,1
29512,1
6625,0
37967,1
28335,1
40201,1
28155,1
992,0
36514,1
10534,0
45942,1
20584,1
8870,0
9172,1
4734,0
35157,1
6151,0
44948,1
24841,1
28387,1
46884,1
26983,1
38517,1
33580,1
49864,1
13201,0
10718,0
15011,1
23412,0
31145,1
40782,1
44009,1
6467,0
36657,1
36931,1
7212,0
12566,0
3352,0
10889,0
31932,1
3997,0
24597,1
48763,1
16361,1
4827,0
8808,0
26620,1
15941,1
32037,1
30550,1
9169,0
25712,1
35895,1
43053,1
45732,1
18261,1
35103,1
28479,1
11177,0
45054,1
13690,0
40985,1
19103,1
37142,1
20069,1
46838,1
47483,1
15924,1
48764,1
34135,1
2716,0
23476,1
40034,1
24891,1
7994,1
3183,0
42349,1
47140,1
1245,0
29704,1
41194,1
4441,0
41444,1
19849,1
11201,0
7059,0
36457,1
38832,1
18924,1
23458,1
43729,1
27378,1
44228,1
45292,1
24054,1
37990,1
9867,0
10502,0
23127,1
3000,0
8084,0
47715,1
45084,1
40520,1
44996,1
13247,0
9862,0
7539,0
41987,1
16291,1
39746,1
44949,1
17788,1
30690,1
15173,1
27164,1
23891,1
34844,1
3022,0
15807,1
14696,0
31410,1
49269,1
38722,1
39193,1
22779,1
23917,1
